time,valence,frustration,focus,excitement,lat,lon
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:10,67.441864,100,54.88372,15.81395,,
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:11,65.11628,100,54.88372,12.558136,55.949602,-3.193015
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:12,63.72093,93.95349,52.55814,13.953491,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
2017-03-12T11:49:13,62.7907,91.62791,51.627907,16.279068,,
